recording_id,compression_type,source_dataset,label,attack_type
fake_common_voice_he_39317652,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39831244,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39753225,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38154405,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39771292,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39846027,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39778705,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39597156,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38712568,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39514672,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39609473,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39927744,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39778671,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39326855,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39889053,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41605155,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43446726,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39553471,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39333479,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39927753,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38130977,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41616667,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39592601,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39676098,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39869366,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39446478,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39379410,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41486353,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39541277,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39609300,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38751685,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39211182,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39333447,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38130988,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39883420,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38769736,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39771130,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39609506,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39196653,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39538749,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39676677,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39960356,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39771250,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39667195,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38169221,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39771291,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39625398,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39666672,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39514671,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39179858,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39546122,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39771252,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39180027,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39597222,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39543715,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39828676,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38712580,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43512765,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39972342,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39889047,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41605157,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38131102,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39960237,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39609302,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43313191,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39317678,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39263890,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38610888,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39940031,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39970496,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39860849,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39948337,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39501194,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39028054,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39686282,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40039804,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38919084,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40067777,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39686296,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39753656,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39261407,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39897635,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39545476,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39970497,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38800476,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38094124,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38154499,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39457265,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40039781,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39500329,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39028652,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39925722,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38094118,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38131003,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39785417,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39972337,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38118863,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39960281,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39597243,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39457264,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39860848,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38131016,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38835546,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39666772,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39320710,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38118877,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39333368,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39545463,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40001949,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38883186,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39514639,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39318885,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39196792,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39196791,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39889032,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39516170,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40039807,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38835584,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39461878,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39327041,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39666439,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39545514,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39860876,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39686652,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38131161,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39658847,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39280363,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39541202,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39427350,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43466118,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39280361,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39686283,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38078788,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39897636,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39940030,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39677293,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39755018,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38078775,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39940024,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39752371,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39457266,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39560964,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39578642,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39422809,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38994160,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39918059,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_42706033,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39772248,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39659796,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39327068,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39553613,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39515525,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38835593,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39925720,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43313118,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39831351,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39658885,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39501196,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39772249,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43498364,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39785400,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39515281,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39972334,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39327096,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38830039,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39771230,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39318475,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40978573,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38131160,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38835587,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39211647,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39427348,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41616581,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39422740,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39677289,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39626011,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38085637,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39755015,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40977317,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39333365,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38848995,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38131023,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38303149,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38824085,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39772257,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39960277,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39753058,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39972316,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39261382,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39553744,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39752378,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39625721,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39869330,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38848982,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38848996,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39553828,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39326828,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39785390,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39626017,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39642817,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39869319,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39753067,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39667936,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39753498,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38146695,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39771198,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38154468,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38154483,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39934778,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39903462,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39457294,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39860884,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39609230,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39356110,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39280225,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39778692,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38104832,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38130995,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39676124,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39948410,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38131137,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38883689,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39548264,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39543655,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39686758,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38130940,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39609444,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43313172,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39609281,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38751704,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39626070,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39592747,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41605198,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39414095,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39027653,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39261453,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38085652,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38130990,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41616916,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41984276,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39972366,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38154387,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39514641,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39814544,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39890644,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39211577,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38154436,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39609284,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39553468,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39553495,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39592801,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39753767,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40612862,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39971095,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39686372,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39609251,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38154385,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39890653,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39457034,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39333460,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40909682,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39317676,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38904483,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39184065,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39592786,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39666683,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38169213,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38154353,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39317663,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39597204,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39597100,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39675868,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39897640,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41605195,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41486344,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39939961,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39446645,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39676110,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39185984,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38169218,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39597178,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39196697,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39778673,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39667030,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39211184,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38131072,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39543711,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39592598,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39423351,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39514661,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39686384,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39423347,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43498328,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38131139,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39960219,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38756662,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39185979,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39972379,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39753209,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39658837,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39897646,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39379429,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39446642,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39934719,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39883428,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39849043,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39179846,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39597836,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39838484,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41616727,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38085644,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39891425,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39771265,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39333464,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39211809,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43512961,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39667003,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38131055,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43454839,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39211737,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39753136,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39753283,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39553824,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41486337,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39869315,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39333352,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39677283,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40039778,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39849006,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39553574,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40978574,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39027438,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39831236,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39356047,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38569702,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39970493,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38130912,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39960253,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39317999,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39560962,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39686720,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39211668,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39028905,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38154564,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39667023,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39545498,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39831237,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39869302,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38824088,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40972188,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39263850,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39514699,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39883421,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39317646,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39831250,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39888979,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39028786,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39539858,mp3,custom_elevenlabs,spoof,elevenlabs
